permission_id,legacy_key,legacy_table_name,proposed_ability,assigned_role_ids,assigned_role_names,assignment_count,target_scope,authorization_contract,migration_status,required_test
631,delete_blog_categories,blog_categories,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogCategoriesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
632,browse_blog_categories_short_blocks,blog_categories_short_blocks,viewAny,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogCategoriesShortBlocksResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
633,read_blog_categories_short_blocks,blog_categories_short_blocks,view,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogCategoriesShortBlocksResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
634,edit_blog_categories_short_blocks,blog_categories_short_blocks,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogCategoriesShortBlocksResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
635,add_blog_categories_short_blocks,blog_categories_short_blocks,create,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogCategoriesShortBlocksResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
636,delete_blog_categories_short_blocks,blog_categories_short_blocks,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogCategoriesShortBlocksResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
657,browse_blog_reklama_type,blog_reklama_type,viewAny,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaTypeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
658,read_blog_reklama_type,blog_reklama_type,view,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaTypeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
659,edit_blog_reklama_type,blog_reklama_type,update,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaTypeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
660,add_blog_reklama_type,blog_reklama_type,create,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaTypeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
661,delete_blog_reklama_type,blog_reklama_type,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogReklamaTypeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
667,browse_blog_reklama,blog_reklama,viewAny,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
668,read_blog_reklama,blog_reklama,view,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
669,edit_blog_reklama,blog_reklama,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogReklamaResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
670,add_blog_reklama,blog_reklama,create,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogReklamaResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
671,delete_blog_reklama,blog_reklama,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogReklamaResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
672,browse_blog_authors,blog_authors,viewAny,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogAuthorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
673,read_blog_authors,blog_authors,view,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogAuthorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
674,edit_blog_authors,blog_authors,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogAuthorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
675,add_blog_authors,blog_authors,create,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\BlogAuthorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
676,delete_blog_authors,blog_authors,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\BlogAuthorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
677,browse_a_production_time,a_production_time,viewAny,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Commerce\Resources\AProductionTimeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
678,read_a_production_time,a_production_time,view,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Commerce\Resources\AProductionTimeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
679,edit_a_production_time,a_production_time,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\AProductionTimeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
680,add_a_production_time,a_production_time,create,1|5|8,"admin|Admin 2|seo_manager",3,"App\Filament\Clusters\Commerce\Resources\AProductionTimeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
681,delete_a_production_time,a_production_time,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\AProductionTimeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
682,browse_our_working_process,our_working_process,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurWorkingProcessResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
683,read_our_working_process,our_working_process,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurWorkingProcessResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
684,edit_our_working_process,our_working_process,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurWorkingProcessResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
685,add_our_working_process,our_working_process,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurWorkingProcessResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
686,delete_our_working_process,our_working_process,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurWorkingProcessResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
697,browse_our_team,our_team,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurTeamResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
698,read_our_team,our_team,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurTeamResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
699,edit_our_team,our_team,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurTeamResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
700,add_our_team,our_team,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurTeamResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
701,delete_our_team,our_team,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\OurTeamResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
702,browse_address,address,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\AddressResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
703,read_address,address,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\AddressResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
704,edit_address,address,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\AddressResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
705,add_address,address,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\AddressResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
706,delete_address,address,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Content\Resources\AddressResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
707,browse_canvas_rams_colors,canvas_rams_colors,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsColorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
708,read_canvas_rams_colors,canvas_rams_colors,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsColorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
709,edit_canvas_rams_colors,canvas_rams_colors,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsColorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
710,add_canvas_rams_colors,canvas_rams_colors,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsColorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
711,delete_canvas_rams_colors,canvas_rams_colors,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsColorsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
712,browse_canvas_rams_materials,canvas_rams_materials,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsMaterialsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
713,read_canvas_rams_materials,canvas_rams_materials,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsMaterialsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
714,edit_canvas_rams_materials,canvas_rams_materials,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsMaterialsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
715,add_canvas_rams_materials,canvas_rams_materials,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsMaterialsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
716,delete_canvas_rams_materials,canvas_rams_materials,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\CanvasRamsMaterialsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
722,browse_a_gallery_genre,a_gallery_genre,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryGenreResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
723,read_a_gallery_genre,a_gallery_genre,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryGenreResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
724,edit_a_gallery_genre,a_gallery_genre,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryGenreResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
725,add_a_gallery_genre,a_gallery_genre,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryGenreResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
726,delete_a_gallery_genre,a_gallery_genre,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryGenreResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
727,browse_a_gallery_style,a_gallery_style,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryStyleResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
728,read_a_gallery_style,a_gallery_style,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryStyleResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
729,edit_a_gallery_style,a_gallery_style,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryStyleResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
730,add_a_gallery_style,a_gallery_style,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryStyleResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
731,delete_a_gallery_style,a_gallery_style,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryStyleResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
732,browse_a_gallery_nationality,a_gallery_nationality,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryNationalityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
733,read_a_gallery_nationality,a_gallery_nationality,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryNationalityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
734,edit_a_gallery_nationality,a_gallery_nationality,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryNationalityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
735,add_a_gallery_nationality,a_gallery_nationality,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryNationalityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
736,delete_a_gallery_nationality,a_gallery_nationality,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryNationalityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
737,browse_a_gallery_age,a_gallery_age,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryAgeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
738,read_a_gallery_age,a_gallery_age,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryAgeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
739,edit_a_gallery_age,a_gallery_age,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryAgeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
740,add_a_gallery_age,a_gallery_age,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryAgeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
741,delete_a_gallery_age,a_gallery_age,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Catalog\Resources\AGalleryAgeResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
742,browse_a_delivery_towns,a_delivery_towns,viewAny,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\ADeliveryTownsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
743,read_a_delivery_towns,a_delivery_towns,view,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\ADeliveryTownsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
744,edit_a_delivery_towns,a_delivery_towns,update,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\ADeliveryTownsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
745,add_a_delivery_towns,a_delivery_towns,create,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\ADeliveryTownsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
746,delete_a_delivery_towns,a_delivery_towns,delete,1|8,admin|seo_manager,2,"App\Filament\Clusters\Commerce\Resources\ADeliveryTownsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
747,browse_creeping_line,creeping_line,viewAny,1,admin,1,"App\Filament\Clusters\Content\Resources\CreepingLineResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
748,read_creeping_line,creeping_line,view,1,admin,1,"App\Filament\Clusters\Content\Resources\CreepingLineResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
749,edit_creeping_line,creeping_line,update,1,admin,1,"App\Filament\Clusters\Content\Resources\CreepingLineResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
750,add_creeping_line,creeping_line,create,1,admin,1,"App\Filament\Clusters\Content\Resources\CreepingLineResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
751,delete_creeping_line,creeping_line,delete,1,admin,1,"App\Filament\Clusters\Content\Resources\CreepingLineResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
752,browse_seo_city,seo_city,viewAny,1,admin,1,"App\Filament\Clusters\Seo\Resources\SeoCityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
753,read_seo_city,seo_city,view,1,admin,1,"App\Filament\Clusters\Seo\Resources\SeoCityResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
